locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_00795	gene	651				
FCDJCBPM_00795	CDS	651				hypothetical protein
FCDJCBPM_00796	gene	987	ygfZ			
FCDJCBPM_00796	CDS	987	ygfZ		COG0354	tRNA-modifying protein YgfZ
FCDJCBPM_00797	gene	267	sdhE			
FCDJCBPM_00797	CDS	267	sdhE			FAD assembly factor SdhE
FCDJCBPM_00798	gene	330	ygfX			
FCDJCBPM_00798	CDS	330	ygfX			Inner membrane protein YgfX
FCDJCBPM_00799	gene	519	fldB			
FCDJCBPM_00799	CDS	519	fldB		COG0716	Flavodoxin 2
FCDJCBPM_00800	gene	900	xerD			
FCDJCBPM_00800	CDS	900	xerD		COG4974	Tyrosine recombinase XerD
FCDJCBPM_00801	gene	717	dsbC			
FCDJCBPM_00801	CDS	717	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
FCDJCBPM_00802	gene	1731	recJ			
FCDJCBPM_00802	CDS	1731	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
FCDJCBPM_00803	gene	933	prfB			
FCDJCBPM_00803	CDS	933	prfB		COG1186	Peptide chain release factor RF2
FCDJCBPM_00804	gene	1521	lysS			
FCDJCBPM_00804	CDS	1521	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
FCDJCBPM_00805	gene	1473	abgB_1			
FCDJCBPM_00805	CDS	1473	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
FCDJCBPM_00806	gene	717	occQ_1			
FCDJCBPM_00806	CDS	717	occQ_1			Octopine transport system permease protein OccQ
FCDJCBPM_00807	gene	726	occM_1			
FCDJCBPM_00807	CDS	726	occM_1			Octopine transport system permease protein OccM
FCDJCBPM_00808	gene	858	occT_1			
FCDJCBPM_00808	CDS	858	occT_1			Octopine-binding periplasmic protein
FCDJCBPM_00809	gene	74				
FCDJCBPM_00809	tRNA	74				tRNA-Gly(ccc)
FCDJCBPM_00810	gene	945				
FCDJCBPM_00810	CDS	945				hypothetical protein
FCDJCBPM_00811	gene	885				
FCDJCBPM_00811	CDS	885				hypothetical protein
FCDJCBPM_00812	gene	564	sigL			
FCDJCBPM_00812	CDS	564	sigL		COG1595	ECF RNA polymerase sigma factor SigL
FCDJCBPM_00813	gene	384				
FCDJCBPM_00813	CDS	384				hypothetical protein
FCDJCBPM_00814	gene	276	scrY			
FCDJCBPM_00814	CDS	276	scrY			Sucrose porin
FCDJCBPM_00815	gene	258	araC_1			
FCDJCBPM_00815	CDS	258	araC_1			Arabinose operon regulatory protein
FCDJCBPM_00816	gene	873	rpiR			
FCDJCBPM_00816	CDS	873	rpiR		COG1737	HTH-type transcriptional regulator RpiR
FCDJCBPM_00817	gene	1485	xylB_1			
FCDJCBPM_00817	CDS	1485	xylB_1	2.7.1.17	COG1070	Xylulose kinase
FCDJCBPM_00818	gene	1311	ttuB_1			
FCDJCBPM_00818	CDS	1311	ttuB_1			Putative tartrate transporter
FCDJCBPM_00819	gene	543	rmpB			
FCDJCBPM_00819	CDS	543	rmpB	5.3.1.27		3-hexulose-6-phosphate isomerase
FCDJCBPM_00820	gene	909				
FCDJCBPM_00820	CDS	909		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
FCDJCBPM_00821	gene	261				
FCDJCBPM_00821	CDS	261				hypothetical protein
FCDJCBPM_00822	gene	276				
FCDJCBPM_00822	CDS	276				hypothetical protein
FCDJCBPM_00823	gene	567				
FCDJCBPM_00823	CDS	567				hypothetical protein
FCDJCBPM_00824	gene	2130				
FCDJCBPM_00824	CDS	2130				hypothetical protein
FCDJCBPM_00825	gene	1464	cmoM_1			
FCDJCBPM_00825	CDS	1464	cmoM_1	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
FCDJCBPM_00826	gene	1071				
FCDJCBPM_00826	CDS	1071				hypothetical protein
FCDJCBPM_00827	gene	1086				
FCDJCBPM_00827	CDS	1086				hypothetical protein
FCDJCBPM_00828	gene	630				
FCDJCBPM_00828	CDS	630				hypothetical protein
FCDJCBPM_00829	gene	1197				
FCDJCBPM_00829	CDS	1197		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
FCDJCBPM_00830	gene	1302				
FCDJCBPM_00830	CDS	1302				hypothetical protein
FCDJCBPM_00831	gene	969				
FCDJCBPM_00831	CDS	969		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
FCDJCBPM_00832	gene	516	mch			
FCDJCBPM_00832	CDS	516	mch	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
FCDJCBPM_00833	gene	807	mcl2			
FCDJCBPM_00833	CDS	807	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
FCDJCBPM_00834	gene	1779	metG_1			
FCDJCBPM_00834	CDS	1779	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
FCDJCBPM_00835	gene	753				
FCDJCBPM_00835	CDS	753		1.1.1.393	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))
FCDJCBPM_00836	gene	324				
FCDJCBPM_00836	CDS	324				hypothetical protein
FCDJCBPM_00837	gene	843	exsA			
FCDJCBPM_00837	CDS	843	exsA		COG2207	Exoenzyme S synthesis regulatory protein ExsA
FCDJCBPM_00838	gene	453				
FCDJCBPM_00838	CDS	453				hypothetical protein
FCDJCBPM_00839	gene	666	lldR_1			
FCDJCBPM_00839	CDS	666	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
FCDJCBPM_00840	gene	735	carA_1			
FCDJCBPM_00840	CDS	735	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
FCDJCBPM_00841	gene	1047	potD			
FCDJCBPM_00841	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
FCDJCBPM_00842	gene	1131	doeA_1			
FCDJCBPM_00842	CDS	1131	doeA_1	3.5.4.44	COG0006	Ectoine hydrolase
FCDJCBPM_00843	gene	1707				
FCDJCBPM_00843	CDS	1707				hypothetical protein
FCDJCBPM_00844	gene	1044	btuD_1			
FCDJCBPM_00844	CDS	1044	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FCDJCBPM_00845	gene	939	araD_2			
FCDJCBPM_00845	CDS	939	araD_2	4.2.1.43		L-2-keto-3-deoxyarabonate dehydratase
FCDJCBPM_00846	gene	1119	ppsC_1			
FCDJCBPM_00846	CDS	1119	ppsC_1	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
FCDJCBPM_00847	gene	198				
FCDJCBPM_00847	CDS	198				hypothetical protein
FCDJCBPM_00848	gene	723				
FCDJCBPM_00848	CDS	723				hypothetical protein
FCDJCBPM_00849	gene	1158	ydhP			
FCDJCBPM_00849	CDS	1158	ydhP		COG2814	Inner membrane transport protein YdhP
FCDJCBPM_00850	gene	927	occR			
FCDJCBPM_00850	CDS	927	occR			Octopine catabolism/uptake operon regulatory protein OccR
FCDJCBPM_00851	gene	1269	lysA			
FCDJCBPM_00851	CDS	1269	lysA	4.1.1.20		Diaminopimelate decarboxylase
FCDJCBPM_00852	gene	654	hxpA_1			
FCDJCBPM_00852	CDS	654	hxpA_1	3.1.3.22	COG0637	Hexitol phosphatase A
FCDJCBPM_00853	gene	876	hcaR			
FCDJCBPM_00853	CDS	876	hcaR			Hca operon transcriptional activator HcaR
FCDJCBPM_00854	gene	783	focB			
FCDJCBPM_00854	CDS	783	focB		COG2116	putative formate transporter 2
FCDJCBPM_00855	gene	1005	galR			
FCDJCBPM_00855	CDS	1005	galR		COG1609	HTH-type transcriptional regulator GalR
FCDJCBPM_00856	gene	2283	dorA			
FCDJCBPM_00856	CDS	2283	dorA	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
FCDJCBPM_00857	gene	705				
FCDJCBPM_00857	CDS	705				hypothetical protein
FCDJCBPM_00858	gene	2157	aas			
FCDJCBPM_00858	CDS	2157	aas		COG0204	Bifunctional protein Aas
FCDJCBPM_00859	gene	1218	lplT			
FCDJCBPM_00859	CDS	1218	lplT			Lysophospholipid transporter LplT
FCDJCBPM_00860	gene	1041	tas			
FCDJCBPM_00860	CDS	1041	tas		COG0667	Protein tas
FCDJCBPM_00861	gene	219	ygdR_1			
FCDJCBPM_00861	CDS	219	ygdR_1			putative lipoprotein YgdR
FCDJCBPM_00862	gene	732				
FCDJCBPM_00862	CDS	732				hypothetical protein
FCDJCBPM_00863	gene	696	mutH			
FCDJCBPM_00863	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
FCDJCBPM_00864	gene	528	rppH_1			
FCDJCBPM_00864	CDS	528	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
FCDJCBPM_00865	gene	2247	ptsP			
FCDJCBPM_00865	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
FCDJCBPM_00866	gene	873	lgt			
FCDJCBPM_00866	CDS	873	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
FCDJCBPM_00867	gene	795	thyA			
FCDJCBPM_00867	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
FCDJCBPM_00868	gene	513				
FCDJCBPM_00868	CDS	513				hypothetical protein
FCDJCBPM_00869	gene	660				
FCDJCBPM_00869	CDS	660				hypothetical protein
FCDJCBPM_00870	gene	534				
FCDJCBPM_00870	CDS	534				hypothetical protein
FCDJCBPM_00871	gene	738				
FCDJCBPM_00871	CDS	738				hypothetical protein
FCDJCBPM_00872	gene	3405	recC			
FCDJCBPM_00872	CDS	3405	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
FCDJCBPM_00873	gene	2922	ptrA			
FCDJCBPM_00873	CDS	2922	ptrA	3.4.24.55	COG1025	Protease 3
FCDJCBPM_00874	gene	3561	recB			
FCDJCBPM_00874	CDS	3561	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
FCDJCBPM_00875	gene	1878	recD			
FCDJCBPM_00875	CDS	1878	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
FCDJCBPM_00876	gene	1344	argA			
FCDJCBPM_00876	CDS	1344	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
FCDJCBPM_00877	gene	1260	amiC			
FCDJCBPM_00877	CDS	1260	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
FCDJCBPM_00878	gene	849	occT_2			
FCDJCBPM_00878	CDS	849	occT_2			Octopine-binding periplasmic protein
FCDJCBPM_00879	gene	1686				
FCDJCBPM_00879	CDS	1686				hypothetical protein
FCDJCBPM_00880	gene	1431	abgB_2			
FCDJCBPM_00880	CDS	1431	abgB_2	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
FCDJCBPM_00881	gene	639	rspR_3			
FCDJCBPM_00881	CDS	639	rspR_3		COG1802	HTH-type transcriptional repressor RspR
FCDJCBPM_00882	gene	77				
FCDJCBPM_00882	tRNA	77				tRNA-Met(cat)
FCDJCBPM_00883	gene	77				
FCDJCBPM_00883	tRNA	77				tRNA-Met(cat)
FCDJCBPM_00884	gene	1362	mltA			
FCDJCBPM_00884	CDS	1362	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
FCDJCBPM_00885	gene	825	tcdA			
FCDJCBPM_00885	CDS	825	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
FCDJCBPM_00886	gene	453	csdE			
FCDJCBPM_00886	CDS	453	csdE		COG2166	Sulfur acceptor protein CsdE
FCDJCBPM_00887	gene	1206	csdA			
FCDJCBPM_00887	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
FCDJCBPM_00888	gene	222	ygdR_2			
FCDJCBPM_00888	CDS	222	ygdR_2			putative lipoprotein YgdR
FCDJCBPM_00889	gene	957	gcvA_1			
FCDJCBPM_00889	CDS	957	gcvA_1			Glycine cleavage system transcriptional activator
FCDJCBPM_00890	gene	396				
FCDJCBPM_00890	CDS	396				hypothetical protein
FCDJCBPM_00891	gene	1101	rlmM			
FCDJCBPM_00891	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
FCDJCBPM_00892	gene	1893	nagZ_1			
FCDJCBPM_00892	CDS	1893	nagZ_1	3.2.1.52	COG1472	Beta-hexosaminidase
FCDJCBPM_00893	gene	795				
FCDJCBPM_00893	CDS	795				hypothetical protein
FCDJCBPM_00894	gene	753	ygdG			
FCDJCBPM_00894	CDS	753	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
FCDJCBPM_00895	gene	1365	ppnN			
FCDJCBPM_00895	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
FCDJCBPM_00896	gene	846	queF			
FCDJCBPM_00896	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
FCDJCBPM_00897	gene	564	syd			
FCDJCBPM_00897	CDS	564	syd			Protein Syd
FCDJCBPM_00898	gene	321	yqcC			
FCDJCBPM_00898	CDS	321	yqcC		COG3098	putative protein YqcC
FCDJCBPM_00899	gene	786	truC			
FCDJCBPM_00899	CDS	786	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
FCDJCBPM_00900	gene	447				
FCDJCBPM_00900	CDS	447			COG0716	putative protein
FCDJCBPM_00901	gene	390				
FCDJCBPM_00901	CDS	390				hypothetical protein
FCDJCBPM_00902	gene	825	dapD			
FCDJCBPM_00902	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
FCDJCBPM_00903	gene	2763	glnD			
FCDJCBPM_00903	CDS	2763	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
FCDJCBPM_00904	gene	795	map			
FCDJCBPM_00904	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
FCDJCBPM_00905	gene	726	rpsB			
FCDJCBPM_00905	CDS	726	rpsB		COG0052	30S ribosomal protein S2
FCDJCBPM_00906	gene	858	tsf			
FCDJCBPM_00906	CDS	858	tsf		COG0264	Elongation factor Ts
FCDJCBPM_00907	gene	726	pyrH			
FCDJCBPM_00907	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
FCDJCBPM_00908	gene	627	frr			
FCDJCBPM_00908	CDS	627	frr		COG0233	Ribosome-recycling factor
FCDJCBPM_00909	gene	1197	dxr			
FCDJCBPM_00909	CDS	1197	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
FCDJCBPM_00910	gene	762	ispU			
FCDJCBPM_00910	CDS	762	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FCDJCBPM_00911	gene	858	cdsA			
FCDJCBPM_00911	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
FCDJCBPM_00912	gene	1356	rseP			
FCDJCBPM_00912	CDS	1356	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
FCDJCBPM_00913	gene	2427	bamA			
FCDJCBPM_00913	CDS	2427	bamA		COG4775	Outer membrane protein assembly factor BamA
FCDJCBPM_00914	gene	498	skp			
FCDJCBPM_00914	CDS	498	skp		COG2825	Chaperone protein Skp
FCDJCBPM_00915	gene	1023	lpxD			
FCDJCBPM_00915	CDS	1023	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
FCDJCBPM_00916	gene	456	fabZ			
FCDJCBPM_00916	CDS	456	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FCDJCBPM_00917	gene	789	lpxA			
FCDJCBPM_00917	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
FCDJCBPM_00918	gene	1149	lpxB			
FCDJCBPM_00918	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
FCDJCBPM_00919	gene	597	rnhB			
FCDJCBPM_00919	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FCDJCBPM_00920	gene	3483	dnaE			
FCDJCBPM_00920	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FCDJCBPM_00921	gene	960	accA			
FCDJCBPM_00921	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FCDJCBPM_00922	gene	2133	ldcC			
FCDJCBPM_00922	CDS	2133	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
FCDJCBPM_00923	gene	390				
FCDJCBPM_00923	CDS	390				hypothetical protein
FCDJCBPM_00924	gene	1584	tilS			
FCDJCBPM_00924	CDS	1584	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FCDJCBPM_00925	gene	261	rof			
FCDJCBPM_00925	CDS	261	rof		COG4568	Protein rof
FCDJCBPM_00926	gene	537	yaeQ			
FCDJCBPM_00926	CDS	537	yaeQ		COG4681	putative protein YaeQ
FCDJCBPM_00927	gene	417	nlpE			
FCDJCBPM_00927	CDS	417	nlpE		COG3015	Lipoprotein NlpE
FCDJCBPM_00928	gene	5607				
FCDJCBPM_00928	CDS	5607				hypothetical protein
FCDJCBPM_00929	gene	1725	proS			
FCDJCBPM_00929	CDS	1725	proS	6.1.1.15	COG0442	Proline--tRNA ligase
FCDJCBPM_00930	gene	783	trmO			
FCDJCBPM_00930	CDS	783	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
FCDJCBPM_00931	gene	414	rcsF			
FCDJCBPM_00931	CDS	414	rcsF			Outer membrane lipoprotein RcsF
FCDJCBPM_00932	gene	816	metQ_1			
FCDJCBPM_00932	CDS	816	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
FCDJCBPM_00933	gene	654	metI			
FCDJCBPM_00933	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
FCDJCBPM_00934	gene	1095	metN_1			
FCDJCBPM_00934	CDS	1095	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FCDJCBPM_00935	gene	573	gmhB			
FCDJCBPM_00935	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
FCDJCBPM_00936	gene	1532				
FCDJCBPM_00936	rRNA	1532				16S ribosomal RNA
FCDJCBPM_00937	gene	76				
FCDJCBPM_00937	tRNA	76				tRNA-Glu(ttc)
FCDJCBPM_00938	gene	2900				
FCDJCBPM_00938	rRNA	2900				23S ribosomal RNA
FCDJCBPM_00939	gene	111				
FCDJCBPM_00939	rRNA	111				5S ribosomal RNA
FCDJCBPM_00940	gene	837	ybbH			
FCDJCBPM_00940	CDS	837	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
FCDJCBPM_00941	gene	1557	ptsG_1			
FCDJCBPM_00941	CDS	1557	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FCDJCBPM_00942	gene	723	nanE			
FCDJCBPM_00942	CDS	723	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
FCDJCBPM_00943	gene	411				
FCDJCBPM_00943	CDS	411				hypothetical protein
FCDJCBPM_00944	gene	1356	pssA			
FCDJCBPM_00944	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
FCDJCBPM_00945	gene	2724	pat			
FCDJCBPM_00945	CDS	2724	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
FCDJCBPM_00946	gene	780				
FCDJCBPM_00946	CDS	780				hypothetical protein
FCDJCBPM_00947	gene	441	trxC			
FCDJCBPM_00947	CDS	441	trxC	1.8.1.8	COG0526	Thioredoxin 2
FCDJCBPM_00948	gene	1134	yfiF			
FCDJCBPM_00948	CDS	1134	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
FCDJCBPM_00949	gene	522	mprA			
FCDJCBPM_00949	CDS	522	mprA		COG1846	Transcriptional repressor MprA
FCDJCBPM_00950	gene	339				
FCDJCBPM_00950	CDS	339				hypothetical protein
FCDJCBPM_00951	gene	738	ygaZ			
FCDJCBPM_00951	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
FCDJCBPM_00952	gene	1200				
FCDJCBPM_00952	CDS	1200				putative transporter
FCDJCBPM_00953	gene	999	ousX_1			
FCDJCBPM_00953	CDS	999	ousX_1		COG2113	Glycine betaine-binding periplasmic protein OusX
FCDJCBPM_00954	gene	987	ousX_2			
FCDJCBPM_00954	CDS	987	ousX_2		COG2113	Glycine betaine-binding periplasmic protein OusX
FCDJCBPM_00955	gene	1266	ousW			
FCDJCBPM_00955	CDS	1266	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
FCDJCBPM_00956	gene	1257	proV			
FCDJCBPM_00956	CDS	1257	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
FCDJCBPM_00957	gene	972	nrdF			
FCDJCBPM_00957	CDS	972	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
FCDJCBPM_00958	gene	2151	nrdE			
FCDJCBPM_00958	CDS	2151	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
FCDJCBPM_00959	gene	408	nrdI			
FCDJCBPM_00959	CDS	408	nrdI		COG1780	Protein NrdI
FCDJCBPM_00960	gene	240	nrdH			
FCDJCBPM_00960	CDS	240	nrdH		COG0695	Glutaredoxin-like protein NrdH
FCDJCBPM_00961	gene	336	ygaM			
FCDJCBPM_00961	CDS	336	ygaM		COG4575	putative protein YgaM
FCDJCBPM_00962	gene	336				
FCDJCBPM_00962	CDS	336				hypothetical protein
FCDJCBPM_00963	gene	897	mltF_2			
FCDJCBPM_00963	CDS	897	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
FCDJCBPM_00964	gene	1683	kstD			
FCDJCBPM_00964	CDS	1683	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
FCDJCBPM_00965	gene	771	fabG_1			
FCDJCBPM_00965	CDS	771	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FCDJCBPM_00966	gene	780	glnQ_4			
FCDJCBPM_00966	CDS	780	glnQ_4			Glutamine transport ATP-binding protein GlnQ
FCDJCBPM_00967	gene	909				
FCDJCBPM_00967	CDS	909				hypothetical protein
FCDJCBPM_00968	gene	1065	fgd_1			
FCDJCBPM_00968	CDS	1065	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
FCDJCBPM_00969	gene	1164				
FCDJCBPM_00969	CDS	1164		1.14.13.239		Carnitine monooxygenase oxygenase subunit
FCDJCBPM_00970	gene	987	yajO_1			
FCDJCBPM_00970	CDS	987	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
FCDJCBPM_00971	gene	1398				
FCDJCBPM_00971	CDS	1398		6.3.4.12		Glutamate--methylamine ligase
FCDJCBPM_00972	gene	963	yeaX			
FCDJCBPM_00972	CDS	963	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
FCDJCBPM_00973	gene	648	betI_1			
FCDJCBPM_00973	CDS	648	betI_1			HTH-type transcriptional regulator BetI
FCDJCBPM_00974	gene	1008	metXA			
FCDJCBPM_00974	CDS	1008	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
FCDJCBPM_00975	gene	426				
FCDJCBPM_00975	CDS	426				hypothetical protein
FCDJCBPM_00976	gene	477				
FCDJCBPM_00976	CDS	477				hypothetical protein
FCDJCBPM_00977	gene	813	sdhL			
FCDJCBPM_00977	CDS	813	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
FCDJCBPM_00978	gene	2295	glgX_2			
FCDJCBPM_00978	CDS	2295	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
FCDJCBPM_00979	gene	1161	metE_2			
FCDJCBPM_00979	CDS	1161	metE_2	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FCDJCBPM_00980	gene	207	tsx			
FCDJCBPM_00980	CDS	207	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
FCDJCBPM_00981	gene	564	speG			
FCDJCBPM_00981	CDS	564	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
FCDJCBPM_00982	gene	330				
FCDJCBPM_00982	CDS	330			COG2076	Multidrug transporter
FCDJCBPM_00983	gene	948	dmlR_3			
FCDJCBPM_00983	CDS	948	dmlR_3			HTH-type transcriptional regulator DmlR
FCDJCBPM_00984	gene	900				
FCDJCBPM_00984	CDS	900				hypothetical protein
FCDJCBPM_00985	gene	513	paiA			
FCDJCBPM_00985	CDS	513	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
FCDJCBPM_00986	gene	714	comR_3			
FCDJCBPM_00986	CDS	714	comR_3			HTH-type transcriptional repressor ComR
FCDJCBPM_00987	gene	1008				
FCDJCBPM_00987	CDS	1008				hypothetical protein
FCDJCBPM_00988	gene	1014	ycjG_1			
FCDJCBPM_00988	CDS	1014	ycjG_1	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
FCDJCBPM_00989	gene	1059				
FCDJCBPM_00989	CDS	1059		3.4.11.25		Beta-peptidyl aminopeptidase BapA
FCDJCBPM_00990	gene	822	dppA_2			
FCDJCBPM_00990	CDS	822	dppA_2	3.4.11.-	COG2362	D-aminopeptidase
FCDJCBPM_00991	gene	864	cho			
FCDJCBPM_00991	CDS	864	cho	3.1.25.-	COG0322	Excinuclease cho
FCDJCBPM_00992	gene	510	yciE			
FCDJCBPM_00992	CDS	510	yciE		COG3685	Protein YciE
FCDJCBPM_00993	gene	498	yciF			
FCDJCBPM_00993	CDS	498	yciF		COG3685	Protein YciF
FCDJCBPM_00994	gene	450				
FCDJCBPM_00994	CDS	450				hypothetical protein
FCDJCBPM_00995	gene	522				
FCDJCBPM_00995	CDS	522				hypothetical protein
FCDJCBPM_00996	gene	324				
FCDJCBPM_00996	CDS	324				hypothetical protein
FCDJCBPM_00997	gene	1653	dhaK_2			
FCDJCBPM_00997	CDS	1653	dhaK_2	2.7.1.29		Dihydroxyacetone kinase
FCDJCBPM_00998	gene	1287	yteT			
FCDJCBPM_00998	CDS	1287	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
FCDJCBPM_00999	gene	1590				
FCDJCBPM_00999	CDS	1590				hypothetical protein
FCDJCBPM_01000	gene	456				
FCDJCBPM_01000	CDS	456				hypothetical protein
FCDJCBPM_01001	gene	762	kduD_1			
FCDJCBPM_01001	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
FCDJCBPM_01002	gene	639				
FCDJCBPM_01002	CDS	639				hypothetical protein
FCDJCBPM_01003	gene	186				
FCDJCBPM_01003	CDS	186				hypothetical protein
FCDJCBPM_01004	gene	1701	treA_1			
FCDJCBPM_01004	CDS	1701	treA_1	3.2.1.28	COG1626	Periplasmic trehalase
FCDJCBPM_01005	gene	1530	menH_1			
FCDJCBPM_01005	CDS	1530	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FCDJCBPM_01006	gene	432	uspG			
FCDJCBPM_01006	CDS	432	uspG		COG0589	Universal stress protein UP12
FCDJCBPM_01007	gene	2706	ctpF			
FCDJCBPM_01007	CDS	2706	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
